sku,title,evidence_url,product_url,family,product_type,price,price_band,inventory,weight,weight_unit,weight_band,length,width,height,pack_count,status,merchant_status,merchant_availability,completeness
15119,"15x11x9 ECT-32 Kraft Corrugated Boxes - Reliable Shipping Protection, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/15119-15x11x9-ect-32-kraft-corrugated-boxes-reliable-shipping-protection-25-pack/,https://packrift.com/products/15x11x9-ect-32-kraft-corrugated-boxes-reliable-shipping-protection-25-pack,boxes,Boxes - Corrugated,30.87,25-to-75,300,19.78,POUNDS,10-to-50-lb,15,11,9,0,catalog approved,active,in stock,100
151210,"15x12x10"" ECT-32 Kraft Corrugated Boxes - File Storage & Shipping, 25-Count Bundle",https://packrift.github.io/sku-evidence-cards/sku/151210-15x12x10-ect-32-kraft-corrugated-boxes-file-storage-shipping-25-count-bundle/,https://packrift.com/products/15x12x10-ect-32-kraft-corrugated-boxes-file-storage-shipping-25-count-bundle,boxes,Boxes - Corrugated,32.28,25-to-75,500,22.1,POUNDS,10-to-50-lb,15,12,10,0,catalog approved,active,in stock,100
151210W,15x12x10 ECT-32 White Corrugated Shipping Boxes - 25 Bundle,https://packrift.github.io/sku-evidence-cards/sku/151210w-15x12x10-ect-32-white-corrugated-shipping-boxes-25-bundle/,https://packrift.com/products/15x12x10-ect-32-white-corrugated-shipping-boxes-25-bundle,boxes,Boxes - Corrugated,40.07,25-to-75,500,22.48,POUNDS,10-to-50-lb,15,12,10,25,catalog approved,active,in stock,100
151212,"15x12x12 ECT-32 Kraft Corrugated Boxes - Reliable Strength, 25-Pack Bundle",https://packrift.github.io/sku-evidence-cards/sku/151212-15x12x12-ect-32-kraft-corrugated-boxes-reliable-strength-25-pack-bundle/,https://packrift.com/products/15x12x12-ect-32-kraft-corrugated-boxes-reliable-strength-25-pack-bundle,boxes,Boxes - Corrugated,36.6,25-to-75,500,24.74,POUNDS,10-to-50-lb,15,12,12,0,catalog approved,active,in stock,100
151214,15x12x14 ECT-32 Kraft Corrugated Boxes - Flat Ship Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/151214-15x12x14-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25/,https://packrift.com/products/15x12x14-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25,boxes,Boxes - Corrugated,63.32,25-to-75,100,25.48,POUNDS,10-to-50-lb,15,12,14,25,catalog approved,active,in stock,100
15122CT,"15x12x1.75"" ECT-32 Kraft Corrugated Trays - Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/15122ct-15x12x1-75-ect-32-kraft-corrugated-trays-bundle-of-50/,https://packrift.com/products/15x12x1-75-ect-32-kraft-corrugated-trays-bundle-of-50,boxes,Boxes - Corrugated,39.01,25-to-75,400,13.52,POUNDS,10-to-50-lb,15,12,1.75,50,catalog approved,active,in stock,100
15122CTW,"15x12x1.75"" ECT-32 White Corrugated Trays - Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/15122ctw-15x12x1-75-ect-32-white-corrugated-trays-bundle-of-50/,https://packrift.com/products/15x12x1-75-ect-32-white-corrugated-trays-bundle-of-50,boxes,Boxes - Corrugated,42.06,25-to-75,400,13.42,POUNDS,10-to-50-lb,15,12,1.75,50,catalog approved,active,in stock,100
15123,15x12x3 ECT-32 Kraft Corrugated Boxes - Flat Ship Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/15123-15x12x3-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25/,https://packrift.com/products/15x12x3-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25,boxes,Boxes - Corrugated,33.34,25-to-75,200,14.02,POUNDS,10-to-50-lb,15,12,3,25,catalog approved,active,in stock,100
15124,"15x12x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/15124-15x12x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,https://packrift.com/products/15x12x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,boxes,Boxes - Corrugated,24.77,under-25,500,15.88,POUNDS,10-to-50-lb,15,12,4,25,catalog approved,active,in stock,100
15125,"15x12x5 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/15125-15x12x5-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,https://packrift.com/products/15x12x5-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,boxes,Boxes - Corrugated,42.38,25-to-75,200,17.66,POUNDS,10-to-50-lb,15,12,5,25,catalog approved,active,in stock,100
15126,"15x12x6 ECT-32 Kraft Corrugated Boxes - Strong Stacking, 25-Pack Bundle",https://packrift.github.io/sku-evidence-cards/sku/15126-15x12x6-ect-32-kraft-corrugated-boxes-strong-stacking-25-pack-bundle/,https://packrift.com/products/15x12x6-ect-32-kraft-corrugated-boxes-strong-stacking-25-pack-bundle,boxes,Boxes - Corrugated,28.3,25-to-75,500,18.28,POUNDS,10-to-50-lb,15,12,6,0,catalog approved,active,in stock,100
15128,"15x12x8 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/15128-15x12x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack/,https://packrift.com/products/15x12x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack,boxes,Boxes - Corrugated,30.66,25-to-75,500,20.46,POUNDS,10-to-50-lb,15,12,8,0,catalog approved,active,in stock,100
151312,15x13x12 Kraft Corrugated Shipping Boxes ECT-32 - Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/151312-15x13x12-kraft-corrugated-shipping-boxes-ect-32-bundle-of-25/,https://packrift.com/products/15x13x12-kraft-corrugated-shipping-boxes-ect-32-bundle-of-25,boxes,Boxes - Corrugated,61.61,25-to-75,400,26.65,POUNDS,10-to-50-lb,15,13,12,25,catalog approved,active,in stock,100
15137,"15x13x7 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/15137-15x13x7-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack/,https://packrift.com/products/15x13x7-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack,boxes,Boxes - Corrugated,31.42,25-to-75,500,20.86,POUNDS,10-to-50-lb,15,13,7,0,catalog approved,active,in stock,100
151520,15x15x20 ECT-32 Kraft Corrugated Boxes - Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/151520-15x15x20-ect-32-kraft-corrugated-boxes-bundle-of-25/,https://packrift.com/products/15x15x20-ect-32-kraft-corrugated-boxes-bundle-of-25,boxes,Boxes - Corrugated,58.85,25-to-75,500,38.48,POUNDS,10-to-50-lb,15,15,20,25,catalog approved,active,in stock,100
15156,"15x15x6 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/15156-15x15x6-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,https://packrift.com/products/15x15x6-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,boxes,Boxes - Corrugated,35.59,25-to-75,500,22.92,POUNDS,10-to-50-lb,15,15,6,25,catalog approved,active,in stock,100
1588,"15x8x8 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/1588-15x8x8-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack/,https://packrift.com/products/15x8x8-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack,boxes,Boxes - Corrugated,21.55,under-25,500,14.22,POUNDS,10-to-50-lb,15,8,8,0,catalog approved,active,in stock,100
1598,"15x9x8 ECT-32 Kraft Corrugated Boxes - Flat Ship, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/1598-15x9x8-ect-32-kraft-corrugated-boxes-flat-ship-25-pack/,https://packrift.com/products/15x9x8-ect-32-kraft-corrugated-boxes-flat-ship-25-pack,boxes,Boxes - Corrugated,24.22,under-25,500,14.44,POUNDS,10-to-50-lb,15,9,8,0,catalog approved,active,in stock,100
161010,16x10x10 ECT-32 Kraft Corrugated Boxes - 25 Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/161010-16x10x10-ect-32-kraft-corrugated-boxes-25-pack-bundle/,https://packrift.com/products/16x10x10-ect-32-kraft-corrugated-boxes-25-pack-bundle,boxes,Boxes - Corrugated,28.26,25-to-75,499,22.24,POUNDS,10-to-50-lb,16,10,10,25,catalog approved,active,in stock,100
161012,"16x10x12 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/161012-16x10x12-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-25/,https://packrift.com/products/16x10x12-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-25,boxes,Boxes - Corrugated,33.18,25-to-75,500,20.98,POUNDS,10-to-50-lb,16,10,12,25,catalog approved,active,in stock,100
161016,"16x10x16 ECT-32 Kraft Corrugated Boxes - Durable Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/161016-16x10x16-ect-32-kraft-corrugated-boxes-durable-shipping-25-pack/,https://packrift.com/products/16x10x16-ect-32-kraft-corrugated-boxes-durable-shipping-25-pack,boxes,Boxes - Corrugated,37.76,25-to-75,500,25.73,POUNDS,10-to-50-lb,16,10,16,0,catalog approved,active,in stock,100
16104,"16x10x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Design, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/16104-16x10x4-ect-32-kraft-corrugated-boxes-shallow-depth-design-25-pack/,https://packrift.com/products/16x10x4-ect-32-kraft-corrugated-boxes-shallow-depth-design-25-pack,boxes,Boxes - Corrugated,21.67,under-25,500,13.14,POUNDS,10-to-50-lb,16,10,4,0,catalog approved,active,in stock,100
16105,"16x10x5"" ECT-32 Kraft Corrugated Boxes - 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/16105-16x10x5-ect-32-kraft-corrugated-boxes-25-bundle/,https://packrift.com/products/16x10x5-ect-32-kraft-corrugated-boxes-25-bundle,boxes,Boxes - Corrugated,35.66,25-to-75,300,14.4,POUNDS,10-to-50-lb,16,10,5,25,catalog approved,active,in stock,100
16106,16x10x6 ECT-32 Kraft Corrugated Boxes - 25-Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/16106-16x10x6-ect-32-kraft-corrugated-boxes-25-pack-bundle/,https://packrift.com/products/16x10x6-ect-32-kraft-corrugated-boxes-25-pack-bundle,boxes,Boxes - Corrugated,22.51,under-25,500,15.5,POUNDS,10-to-50-lb,16,10,6,0,catalog approved,active,in stock,100
16108,"16x10x8 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/16108-16x10x8-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25/,https://packrift.com/products/16x10x8-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25,boxes,Boxes - Corrugated,26.7,25-to-75,500,17.02,POUNDS,10-to-50-lb,16,10,8,25,catalog approved,active,in stock,100
161110,16x11x10 ECT-32 Kraft Corrugated Boxes - 25 Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/161110-16x11x10-ect-32-kraft-corrugated-boxes-25-pack-bundle/,https://packrift.com/products/16x11x10-ect-32-kraft-corrugated-boxes-25-pack-bundle,boxes,Boxes - Corrugated,35.54,25-to-75,400,19.32,POUNDS,10-to-50-lb,16,11,10,25,catalog approved,active,in stock,100
16119,"16x11x9 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/16119-16x11x9-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack/,https://packrift.com/products/16x11x9-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack,boxes,Boxes - Corrugated,31.42,25-to-75,500,20.3,POUNDS,10-to-50-lb,16,11,9,0,catalog approved,active,in stock,100
161210,"16x12x10 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/161210-16x12x10-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-25/,https://packrift.com/products/16x12x10-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-25,boxes,Boxes - Corrugated,31.52,25-to-75,500,22.42,POUNDS,10-to-50-lb,16,12,10,25,catalog approved,active,in stock,100
161211,"16x12x11"" ECT-32 Kraft Corrugated Boxes - 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/161211-16x12x11-ect-32-kraft-corrugated-boxes-25-bundle/,https://packrift.com/products/16x12x11-ect-32-kraft-corrugated-boxes-25-bundle,boxes,Boxes - Corrugated,56.29,25-to-75,200,25.15,POUNDS,10-to-50-lb,16,12,11,25,catalog approved,active,in stock,100
161212,"16x12x12 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/161212-16x12x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-25-pack/,https://packrift.com/products/16x12x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-25-pack,boxes,Boxes - Corrugated,33.49,25-to-75,500,24.84,POUNDS,10-to-50-lb,16,12,12,0,catalog approved,active,in stock,100
161212DPB,"16x12x12 ECT-32 Kraft Moving Boxes - 1.5 cu ft, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/161212dpb-16x12x12-ect-32-kraft-moving-boxes-1-5-cu-ft-bundle-of-25/,https://packrift.com/products/16x12x12-ect-32-kraft-moving-boxes-1-5-cu-ft-bundle-of-25,boxes,Boxes - Corrugated,46.12,25-to-75,500,25.25,POUNDS,10-to-50-lb,16,12,12,25,catalog approved,active,in stock,100
161212W,16x12x12 ECT-32 White Corrugated Boxes - Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/161212w-16x12x12-ect-32-white-corrugated-boxes-bundle-of-25/,https://packrift.com/products/16x12x12-ect-32-white-corrugated-boxes-bundle-of-25,boxes,Boxes - Corrugated,62.46,25-to-75,400,26.03,POUNDS,10-to-50-lb,16,12,12,25,catalog approved,active,in stock,100
161214,"16x12x14"" ECT-32 Kraft Corrugated Shipping Boxes - 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/161214-16x12x14-ect-32-kraft-corrugated-shipping-boxes-25-bundle/,https://packrift.com/products/16x12x14-ect-32-kraft-corrugated-shipping-boxes-25-bundle,boxes,Boxes - Corrugated,70.8,25-to-75,400,28.45,POUNDS,10-to-50-lb,16,12,14,25,catalog approved,active,in stock,100
161216,16x12x16 ECT-32 Kraft Corrugated Boxes - Bulk Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/161216-16x12x16-ect-32-kraft-corrugated-boxes-bulk-bundle-of-25/,https://packrift.com/products/16x12x16-ect-32-kraft-corrugated-boxes-bulk-bundle-of-25,boxes,Boxes - Corrugated,68.61,25-to-75,500,27.28,POUNDS,10-to-50-lb,16,12,16,25,catalog approved,active,in stock,100
16123,"16x12x3"" ECT-32 Kraft Corrugated Boxes - Flat Ship Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/16123-16x12x3-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25/,https://packrift.com/products/16x12x3-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25,boxes,Boxes - Corrugated,36.94,25-to-75,400,14.06,POUNDS,10-to-50-lb,16,12,3,25,catalog approved,active,in stock,100
16124,"16x12x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/16124-16x12x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack/,https://packrift.com/products/16x12x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack,boxes,Boxes - Corrugated,24.57,under-25,500,16.9,POUNDS,10-to-50-lb,16,12,4,0,catalog approved,active,in stock,100
16126,16x12x6 ECT-32 Kraft Corrugated Boxes - 25-Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/16126-16x12x6-ect-32-kraft-corrugated-boxes-25-pack-bundle/,https://packrift.com/products/16x12x6-ect-32-kraft-corrugated-boxes-25-pack-bundle,boxes,Boxes - Corrugated,27.51,25-to-75,500,19.44,POUNDS,10-to-50-lb,16,12,6,0,catalog approved,active,in stock,100
16127,"16x12x7"" ECT-32 Kraft Corrugated Boxes - Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/16127-16x12x7-ect-32-kraft-corrugated-boxes-bundle-of-25/,https://packrift.com/products/16x12x7-ect-32-kraft-corrugated-boxes-bundle-of-25,boxes,Boxes - Corrugated,30.22,25-to-75,500,19.74,POUNDS,10-to-50-lb,16,12,7,25,catalog approved,active,in stock,100
16128,"16x12x8 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/16128-16x12x8-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-25/,https://packrift.com/products/16x12x8-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-25,boxes,Boxes - Corrugated,28.99,25-to-75,500,21.26,POUNDS,10-to-50-lb,16,12,8,25,catalog approved,active,in stock,100
16129,"16.25x12.25x9.31"" ECT-32 Kraft Corrugated Boxes - 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/16129-16-25x12-25x9-31-ect-32-kraft-corrugated-boxes-25-bundle/,https://packrift.com/products/16-25x12-25x9-31-ect-32-kraft-corrugated-boxes-25-bundle,boxes,Boxes - Corrugated,39.05,25-to-75,200,23.28,POUNDS,10-to-50-lb,16.25,12.25,9.31,25,catalog approved,active,in stock,100
16129R,"16x12x9"" ECT-32 Kraft Corrugated Boxes - 25 Pack",https://packrift.github.io/sku-evidence-cards/sku/16129r-16x12x9-ect-32-kraft-corrugated-boxes-25-pack/,https://packrift.com/products/16x12x9-ect-32-kraft-corrugated-boxes-25-pack,boxes,Boxes - Corrugated,32.96,25-to-75,500,21.36,POUNDS,10-to-50-lb,16,12,9,25,catalog approved,active,in stock,100
161310,"16x13x10 ECT-32 Kraft Corrugated Boxes - Durable Shipping, 25-Box Bundle",https://packrift.github.io/sku-evidence-cards/sku/161310-16x13x10-ect-32-kraft-corrugated-boxes-durable-shipping-25-box-bundle/,https://packrift.com/products/16x13x10-ect-32-kraft-corrugated-boxes-durable-shipping-25-box-bundle,boxes,Boxes - Corrugated,37.67,25-to-75,500,24.94,POUNDS,10-to-50-lb,16,13,10,0,catalog approved,active,in stock,100
161313,"16x13x13 ECT-32 Kraft Corrugated Boxes - Durable Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/161313-16x13x13-ect-32-kraft-corrugated-boxes-durable-shipping-25-pack/,https://packrift.com/products/16x13x13-ect-32-kraft-corrugated-boxes-durable-shipping-25-pack,boxes,Boxes - Corrugated,41.96,25-to-75,500,27.75,POUNDS,10-to-50-lb,16,13,13,0,catalog approved,active,in stock,100
161410,"16x14x10 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, 25-Pack Bundle",https://packrift.github.io/sku-evidence-cards/sku/161410-16x14x10-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack-bundle/,https://packrift.com/products/16x14x10-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack-bundle,boxes,Boxes - Corrugated,40.39,25-to-75,500,26.75,POUNDS,10-to-50-lb,16,14,10,0,catalog approved,active,in stock,100
161412,"16x14x12 ECT-32 Kraft Corrugated Boxes - 25 Bundle, Reliable Shipping",https://packrift.github.io/sku-evidence-cards/sku/161412-16x14x12-ect-32-kraft-corrugated-boxes-25-bundle-reliable-shipping/,https://packrift.com/products/16x14x12-ect-32-kraft-corrugated-boxes-25-bundle-reliable-shipping,boxes,Boxes - Corrugated,43.81,25-to-75,500,28.4,POUNDS,10-to-50-lb,16,14,12,25,catalog approved,active,in stock,100
161414,"16x14x14 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/161414-16x14x14-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack/,https://packrift.com/products/16x14x14-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack,boxes,Boxes - Corrugated,46.62,25-to-75,500,31.08,POUNDS,10-to-50-lb,16,14,14,0,catalog approved,active,in stock,100
16144,"16x14x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/16144-16x14x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,https://packrift.com/products/16x14x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,boxes,Boxes - Corrugated,30.34,25-to-75,500,19.9,POUNDS,10-to-50-lb,16,14,4,25,catalog approved,active,in stock,100
16146,"16x14x6 ECT-32 Kraft Corrugated Boxes - Shallow Depth, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/16146-16x14x6-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-25/,https://packrift.com/products/16x14x6-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-25,boxes,Boxes - Corrugated,33.94,25-to-75,500,22.18,POUNDS,10-to-50-lb,16,14,6,25,catalog approved,active,in stock,100
16148,"16x14x8 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/16148-16x14x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack/,https://packrift.com/products/16x14x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack,boxes,Boxes - Corrugated,36.84,25-to-75,500,24.56,POUNDS,10-to-50-lb,16,14,8,0,catalog approved,active,in stock,100
161610,16x16x10 ECT-32 Kraft Corrugated Boxes - Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/161610-16x16x10-ect-32-kraft-corrugated-boxes-bundle-of-25/,https://packrift.com/products/16x16x10-ect-32-kraft-corrugated-boxes-bundle-of-25,boxes,Boxes - Corrugated,40.8,25-to-75,500,30.95,POUNDS,10-to-50-lb,16,16,10,25,catalog approved,active,in stock,100
161612,"16x16x12"" ECT-32 Kraft Corrugated Boxes - Bulk Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/161612-16x16x12-ect-32-kraft-corrugated-boxes-bulk-bundle-of-25/,https://packrift.com/products/16x16x12-ect-32-kraft-corrugated-boxes-bulk-bundle-of-25,boxes,Boxes - Corrugated,48.2,25-to-75,500,32.55,POUNDS,10-to-50-lb,16,16,12,25,catalog approved,active,in stock,100
161613,16x16x13 ECT-32 Kraft Corrugated Boxes - Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/161613-16x16x13-ect-32-kraft-corrugated-boxes-bundle-of-25/,https://packrift.com/products/16x16x13-ect-32-kraft-corrugated-boxes-bundle-of-25,boxes,Boxes - Corrugated,51.67,25-to-75,500,30.23,POUNDS,10-to-50-lb,16,16,13,25,catalog approved,active,in stock,100
161618,"16x16x18 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/161618-16x16x18-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack/,https://packrift.com/products/16x16x18-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack,boxes,Boxes - Corrugated,59.94,25-to-75,500,40.65,POUNDS,10-to-50-lb,16,16,18,0,catalog approved,active,in stock,100
161620,"16x16x20 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 20",https://packrift.github.io/sku-evidence-cards/sku/161620-16x16x20-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-20/,https://packrift.com/products/16x16x20-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-20,boxes,Boxes - Corrugated,52.2,25-to-75,400,33.46,POUNDS,10-to-50-lb,16,16,20,20,catalog approved,active,in stock,100
161626,"16x16x26 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/sku-evidence-cards/sku/161626-16x16x26-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/16x16x26-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10,boxes,Boxes - Corrugated,29.37,25-to-75,500,20.8,POUNDS,10-to-50-lb,16,16,26,10,catalog approved,active,in stock,100
161636,16x16x36 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/sku-evidence-cards/sku/161636-16x16x36-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/16x16x36-ect-32-kraft-corrugated-boxes-bundle-of-10,boxes,Boxes - Corrugated,40.66,25-to-75,400,25.6,POUNDS,10-to-50-lb,16,16,36,10,catalog approved,active,in stock,100
16166,16x16x6 ECT-32 Kraft Corrugated Boxes - Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/16166-16x16x6-ect-32-kraft-corrugated-boxes-bundle-of-25/,https://packrift.com/products/16x16x6-ect-32-kraft-corrugated-boxes-bundle-of-25,boxes,Boxes - Corrugated,34.33,25-to-75,500,26.35,POUNDS,10-to-50-lb,16,16,6,25,catalog approved,active,in stock,100
1644,"16x4x4 ECT-32 Kraft Corrugated Boxes - Easy-Pack Long Format, 25-Count Bundle",https://packrift.github.io/sku-evidence-cards/sku/1644-16x4x4-ect-32-kraft-corrugated-boxes-easy-pack-long-format-25-count-bundle/,https://packrift.com/products/16x4x4-ect-32-kraft-corrugated-boxes-easy-pack-long-format-25-count-bundle,boxes,Boxes - Corrugated,23.69,under-25,400,6.3,POUNDS,1-to-10-lb,16,4,4,0,catalog approved,active,in stock,100
1655,"16x5x5 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/1655-16x5x5-ect-32-kraft-corrugated-boxes-ai-long-item-shipping-25-pack/,https://packrift.com/products/16x5x5-ect-32-kraft-corrugated-boxes-ai-long-item-shipping-25-pack,boxes,Boxes - Corrugated,19.51,under-25,500,7.98,POUNDS,1-to-10-lb,16,5,5,0,catalog approved,active,in stock,100
1664,"16x6x4 ECT-32 Kraft Corrugated Boxes - Easy Pack Long Design, 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/1664-16x6x4-ect-32-kraft-corrugated-boxes-easy-pack-long-design-bundle-of-25/,https://packrift.com/products/16x6x4-ect-32-kraft-corrugated-boxes-easy-pack-long-design-bundle-of-25,boxes,Boxes - Corrugated,16.59,under-25,500,8.12,POUNDS,1-to-10-lb,16,6,4,25,catalog approved,active,in stock,100
1666,"16x6x6 ECT-32 Kraft Corrugated Boxes - Long Format Shipping, 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/1666-16x6x6-ect-32-kraft-corrugated-boxes-long-format-shipping-bundle-of-25/,https://packrift.com/products/16x6x6-ect-32-kraft-corrugated-boxes-long-format-shipping-bundle-of-25,boxes,Boxes - Corrugated,18.11,under-25,500,9.46,POUNDS,1-to-10-lb,16,6,6,25,catalog approved,active,in stock,100
16812,"16x8x12"" ECT-32 Kraft Corrugated Boxes - Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/16812-16x8x12-ect-32-kraft-corrugated-boxes-bundle-of-25/,https://packrift.com/products/16x8x12-ect-32-kraft-corrugated-boxes-bundle-of-25,boxes,Boxes - Corrugated,43.79,25-to-75,100,17.3,POUNDS,10-to-50-lb,16,8,12,25,catalog approved,active,in stock,100
