sku,title,family,product_type,product_url,page_url,price,inventory,material_signals,color_signals,closure_signals,printer_signals,strength_signals,pack_count_signals,source_fingerprint
1377,"13x7x7 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25 Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/13x7x7-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1377-13x7x7-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25/,18.89,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 bundle,98cbc33464fe67fd
1386,"13x8x6 ECT-32 Kraft Corrugated Boxes – Flat-Ship Design, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/13x8x6-ect-32-kraft-corrugated-boxes-ai-flat-ship-design-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1386-13x8x6-ect-32-kraft-corrugated-boxes-ai-flat-ship-design-bundle-of-25/,31.52,300,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,f33fdbd1863d9d45
1388,"13x8x8 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25 Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/13x8x8-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1388-13x8x8-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25/,20.73,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 bundle,0ef7014db8572f68
13911,"13x9x11 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/13x9x11-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/13911-13x9x11-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-25/,24.98,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,e81ef2d57cf4a895
1394R,"13x9x4"" ECT-32 Kraft Corrugated Boxes - Shallow Depth, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/13x9x4-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1394r-13x9x4-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-25/,29.52,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,4e71e58070d13e9d
1396,"13x9x6 ECT-32 Kraft Corrugated Boxes - Reliable Shipping Protection, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/13x9x6-ect-32-kraft-corrugated-boxes-reliable-shipping-protection-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1396-13x9x6-ect-32-kraft-corrugated-boxes-reliable-shipping-protection-bundle-of-25/,20.14,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,ffd79a4ad065a078
1397,"13x9x7 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/13x9x7-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1397-13x9x7-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25/,21.52,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,3bb15785330e0b4b
1398,13x9x8 ECT-32 Kraft Corrugated Boxes - Bulk Pack of 25,boxes,Boxes - Corrugated,https://packrift.com/products/13x9x8-ect-32-kraft-corrugated-boxes-bulk-pack-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1398-13x9x8-ect-32-kraft-corrugated-boxes-bulk-pack-of-25/,35.4,200,cardboard|corrugated|kraft,brown|kraft,,,ect-32,,a7c70c696de0407a
1399,"13x9x9 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/13x9x9-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1399-13x9x9-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25/,23.24,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,ad9872a6124cfcaa
141010,"14x10x10 ECT-32 Kraft Corrugated Boxes - Durable Shipping, 25-Pack",boxes,Boxes - Corrugated,https://packrift.com/products/14x10x10-ect-32-kraft-corrugated-boxes-durable-shipping-25-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141010-14x10x10-ect-32-kraft-corrugated-boxes-durable-shipping-25-pack/,24.48,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,ae1e08f3bb0e8338
141010W,14x10x10 White Corrugated Boxes ECT-32 Single Wall - 25 Pack,boxes,Boxes - Corrugated,https://packrift.com/products/14x10x10-white-corrugated-boxes-ect-32-single-wall-25-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141010w-14x10x10-white-corrugated-boxes-ect-32-single-wall-25-pack/,36.54,200,cardboard|corrugated|white,white,,,ect-32|single wall,25 pack,86feb83facc80dd3
141011,"14x10x11"" ECT-32 Kraft Corrugated Boxes - Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x10x11-ect-32-kraft-corrugated-boxes-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141011-14x10x11-ect-32-kraft-corrugated-boxes-bundle-of-25/,36.94,100,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,60dd9e99499d9eb3
141012,14x10x12 ECT-32 Kraft Corrugated Boxes - Bundle of 25,boxes,Boxes - Corrugated,https://packrift.com/products/14x10x12-ect-32-kraft-corrugated-boxes-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141012-14x10x12-ect-32-kraft-corrugated-boxes-bundle-of-25/,30.02,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,576f1d08e705bde8
14102,14x10x2 ECT-32 Kraft Corrugated Shipping Boxes - 25 Bundle,boxes,Boxes - Corrugated,https://packrift.com/products/14x10x2-ect-32-kraft-corrugated-shipping-boxes-25-bundle,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14102-14x10x2-ect-32-kraft-corrugated-shipping-boxes-25-bundle/,35.78,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 bundle,dd0ab7f867f8284a
14103,"14x10x3"" ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x10x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14103-14x10x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,32.97,400,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,77a5415f7767a4e7
14104,"14x10x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x10x4-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14104-14x10x4-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-25/,19.15,400,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,ed0cc39db022ae13
14105,14x10x5 ECT-32 Kraft Corrugated Boxes - Bundle of 25 Flat,boxes,Boxes - Corrugated,https://packrift.com/products/14x10x5-ect-32-kraft-corrugated-boxes-bundle-of-25-flat,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14105-14x10x5-ect-32-kraft-corrugated-boxes-bundle-of-25-flat/,21.31,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,1c5297b5d1153c01
14106,14x10x6 ECT-32 Kraft Corrugated Boxes - Bundle of 25,boxes,Boxes - Corrugated,https://packrift.com/products/14x10x6-ect-32-kraft-corrugated-boxes-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14106-14x10x6-ect-32-kraft-corrugated-boxes-bundle-of-25/,21.65,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,bfcc8b66dfd98303
14107,"14x10x7 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x10x7-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14107-14x10x7-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-25/,22.6,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,238b4d509ac8890a
14108,"14x10x8 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x10x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14108-14x10x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25/,21.95,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,55daec882abc4b39
14109,14x10x9 ECT-32 Kraft Corrugated Boxes - 25-Pack Bulk Shipping,boxes,Boxes - Corrugated,https://packrift.com/products/14x10x9-ect-32-kraft-corrugated-boxes-25-pack-bulk-shipping,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14109-14x10x9-ect-32-kraft-corrugated-boxes-25-pack-bulk-shipping/,25.77,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,039fec0f01124a62
141111,"14x11x11"" ECT-32 Kraft Corrugated Boxes - Bulk Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x11x11-ect-32-kraft-corrugated-boxes-bulk-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141111-14x11x11-ect-32-kraft-corrugated-boxes-bulk-bundle-of-25/,31.23,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,cdff3f734076bb64
14113,"14x11x3 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x11x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14113-14x11x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,21.56,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,1ac91c1020439c0a
14114,"14x11x4.5"" ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, 25-Pack",boxes,Boxes - Corrugated,https://packrift.com/products/14x11x4-5-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14114-14x11x4-5-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack/,22.64,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,dbe53f788a269948
14116,14x11x6 ECT-32 Kraft Corrugated Boxes - Bundle of 25,boxes,Boxes - Corrugated,https://packrift.com/products/14x11x6-ect-32-kraft-corrugated-boxes-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14116-14x11x6-ect-32-kraft-corrugated-boxes-bundle-of-25/,24.56,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,7f5a3c08fecfd68b
14118,"14x11x8 ECT-32 Kraft Corrugated Boxes – Reliable Shipping, 25-Pack",boxes,Boxes - Corrugated,https://packrift.com/products/14x11x8-ect-32-kraft-corrugated-boxes-ai-reliable-shipping-25-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14118-14x11x8-ect-32-kraft-corrugated-boxes-ai-reliable-shipping-25-pack/,28.67,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,431a09d9f3e2c75d
141210,"14x12x10 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, 25-Pack Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/14x12x10-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack-bundle,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141210-14x12x10-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack-bundle/,30.79,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,e7df8f797a7f3fa8
141212,"14x12x12"" ECT-32 Kraft Corrugated Boxes - 25/Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/14x12x12-ect-32-kraft-corrugated-boxes-25-bundle,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141212-14x12x12-ect-32-kraft-corrugated-boxes-25-bundle/,35.51,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,,cad85d4a37b134d5
141214,"14x12x14"" ECT-32 Kraft Corrugated Boxes - 25-Pack Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/14x12x14-ect-32-kraft-corrugated-boxes-25-pack-bundle,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141214-14x12x14-ect-32-kraft-corrugated-boxes-25-pack-bundle/,56.78,100,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,7d8cd75b8d0b5484
14123R,"14x12x3 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x12x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14123r-14x12x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,37.52,200,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,fcbba5f81f44af3e
14124,"14x12x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x12x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14124-14x12x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,24.09,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,137019fd695b6072
14126,"14x12x6"" ECT-32 Kraft Corrugated Boxes - 25 Pack Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/14x12x6-ect-32-kraft-corrugated-boxes-25-pack-bundle,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14126-14x12x6-ect-32-kraft-corrugated-boxes-25-pack-bundle/,25.76,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 pack,721f839a086dddb8
14128,14x12x8 ECT-32 Kraft Corrugated Boxes - 25 Bundle,boxes,Boxes - Corrugated,https://packrift.com/products/14x12x8-ect-32-kraft-corrugated-boxes-25-bundle,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14128-14x12x8-ect-32-kraft-corrugated-boxes-25-bundle/,28.08,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 bundle,a98a4e4e89993cb3
14129,14x12x9 ECT-32 Kraft Corrugated Boxes - 25 Pack Bulk Shipping,boxes,Boxes - Corrugated,https://packrift.com/products/14x12x9-ect-32-kraft-corrugated-boxes-25-pack-bulk-shipping,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14129-14x12x9-ect-32-kraft-corrugated-boxes-25-pack-bulk-shipping/,40.34,400,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 pack,a7c36c56debc39ce
141412,"14x14x12 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x14x12-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141412-14x14x12-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-25/,40.99,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,9c3d416e146198b8
141414,14x14x14 ECT-32 Kraft Corrugated Cube Boxes - Bundle of 25,boxes,Boxes - Corrugated,https://packrift.com/products/14x14x14-ect-32-kraft-corrugated-cube-boxes-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141414-14x14x14-ect-32-kraft-corrugated-cube-boxes-bundle-of-25/,40.68,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,ac4f02e7bdf3aa11
14144,"14x14x4"" ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, 25-Pack",boxes,Boxes - Corrugated,https://packrift.com/products/14x14x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14144-14x14x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack/,28.96,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,7263600934fdd69a
141440,"14x14x40"" ECT-32 Kraft Corrugated Boxes - Bundle of 15",boxes,Boxes - Corrugated,https://packrift.com/products/14x14x40-ect-32-kraft-corrugated-boxes-bundle-of-15,https://packrift.github.io/exact-attribute-constraint-atlas/skus/141440-14x14x40-ect-32-kraft-corrugated-boxes-bundle-of-15/,69.2,500,cardboard|corrugated|kraft,kraft,,,ect-32,bundle of 15,2f84826660784d65
1444,"14x4x4 ECT-32 Kraft Corrugated Long Boxes - Easy Pack, 25 Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/14x4x4-ect-32-kraft-corrugated-long-boxes-easy-pack-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1444-14x4x4-ect-32-kraft-corrugated-long-boxes-easy-pack-bundle-of-25/,18.22,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 bundle,1e3c739667ee38fc
14442FOL,"14x4x42 ECT-32 Side Loading Boxes - Full Overlap FOL, Bundle of 15",boxes,Boxes - Corrugated,https://packrift.com/products/14x4x42-ect-32-side-loading-boxes-full-overlap-fol-bundle-of-15,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14442fol-14x4x42-ect-32-side-loading-boxes-full-overlap-fol-bundle-of-15/,72.29,400,cardboard|corrugated|white,white,full-overlap|side-loading,,ect-32,bundle of 15,c43839151733b1ac
14452FOL,"14x4x52 ECT-32 Side Loading Boxes - Full Overlap FOL, Bundle of 15",boxes,Boxes - Corrugated,https://packrift.com/products/14x4x52-ect-32-side-loading-boxes-full-overlap-fol-bundle-of-15,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14452fol-14x4x52-ect-32-side-loading-boxes-full-overlap-fol-bundle-of-15/,85.75,500,cardboard|corrugated|white,white,full-overlap|side-loading,,ect-32,bundle of 15,f13b8debd38eaeb5
1462,"14x6x2 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x6x2-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1462-14x6x2-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,21.87,200,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,99df6524b0864235
1464,"14x6x4 ECT-32 Kraft Corrugated Boxes - Long Side Opening, 25 Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/14x6x4-ect-32-kraft-corrugated-boxes-long-side-opening-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1464-14x6x4-ect-32-kraft-corrugated-boxes-long-side-opening-bundle-of-25/,14.37,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 bundle,09844f005f9442dc
1466,"14x6x6"" ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25 Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/14x6x6-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1466-14x6x6-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25/,16.32,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 bundle,2fab0665f4566127
1477,"14x7x7 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25-Pack",boxes,Boxes - Corrugated,https://packrift.com/products/14x7x7-ect-32-kraft-corrugated-boxes-long-item-shipping-25-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1477-14x7x7-ect-32-kraft-corrugated-boxes-long-item-shipping-25-pack/,19.92,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,a7c8e0a574cde5b3
14812,"14.5x8.75x12 ECT-32 Kraft Corrugated Boxes – Printer Protection, 25-Pack",boxes,Boxes - Corrugated,https://packrift.com/products/14-5x8-75x12-ect-32-kraft-corrugated-boxes-ai-printer-protection-25-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/14812-14-5x8-75x12-ect-32-kraft-corrugated-boxes-ai-printer-protection-25-pack/,26.87,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,112466b53b588f02
1484,"14x8x4 ECT-32 Kraft Corrugated Boxes - Shallow Shipping Cartons, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x8x4-ect-32-kraft-corrugated-boxes-shallow-shipping-cartons-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1484-14x8x4-ect-32-kraft-corrugated-boxes-shallow-shipping-cartons-bundle-of-25/,23.36,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,231d3d23377186e5
1485,"14x8x5 ECT-32 Kraft Corrugated Boxes - Flat Ship, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x8x5-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1485-14x8x5-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25/,27.49,400,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,c0fe586d1d756152
1486,"14x8x6 ECT-32 Kraft Corrugated Boxes - Reliable Shipping & Storage, 25-Pack",boxes,Boxes - Corrugated,https://packrift.com/products/14x8x6-ect-32-kraft-corrugated-boxes-reliable-shipping-storage-25-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1486-14x8x6-ect-32-kraft-corrugated-boxes-reliable-shipping-storage-25-pack/,17.54,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,160c5a0a5c1d737f
1486R,14.5x8.75x6 ECT-32 Kraft Corrugated Boxes - Bundle of 25,boxes,Boxes - Corrugated,https://packrift.com/products/14-5x8-75x6-ect-32-kraft-corrugated-boxes-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1486r-14-5x8-75x6-ect-32-kraft-corrugated-boxes-bundle-of-25/,20.13,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,90c5823c09dd455b
1488,14x8x8 ECT-32 Kraft Corrugated Boxes - Bundle of 25,boxes,Boxes - Corrugated,https://packrift.com/products/14x8x8-ect-32-kraft-corrugated-boxes-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1488-14x8x8-ect-32-kraft-corrugated-boxes-bundle-of-25/,20.62,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,c3683830db5116fb
1496,"14x9x6 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x9x6-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1496-14x9x6-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25/,20.57,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,b74a64db237f7e3d
1498,"14x9x8 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/14x9x8-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1498-14x9x8-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25/,22.36,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,046d623cec490703
1499,14x9x9 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping (25-Pack),boxes,Boxes - Corrugated,https://packrift.com/products/14x9x9-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-25-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/1499-14x9x9-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-25-pack/,23.48,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32|heavy-duty,25-pack,9cc35574c7f6dca6
151010,"15x10x10 ECT-32 Kraft Corrugated Boxes - Durable Shipping, 25-Pack Bundle",boxes,Boxes - Corrugated,https://packrift.com/products/15x10x10-ect-32-kraft-corrugated-boxes-durable-shipping-25-pack-bundle,https://packrift.github.io/exact-attribute-constraint-atlas/skus/151010-15x10x10-ect-32-kraft-corrugated-boxes-durable-shipping-25-pack-bundle/,28.86,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25-pack,ca5a563a26d28beb
151012,"15x10x12 ECT-32 Kraft Corrugated Boxes - Durable Single Wall, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/15x10x12-ect-32-kraft-corrugated-boxes-durable-single-wall-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/151012-15x10x12-ect-32-kraft-corrugated-boxes-durable-single-wall-bundle-of-25/,31.87,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32|single wall,bundle of 25,9702b51e0f382874
151014,15x10x14 ECT-32 Kraft Corrugated Boxes - 25 Bundle Pack,boxes,Boxes - Corrugated,https://packrift.com/products/15x10x14-ect-32-kraft-corrugated-boxes-25-bundle-pack,https://packrift.github.io/exact-attribute-constraint-atlas/skus/151014-15x10x14-ect-32-kraft-corrugated-boxes-25-bundle-pack/,36.4,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 bundle,60dd6f68d23e6371
15104,"15x10x4"" ECT-32 Kraft Corrugated Boxes - Shallow Depth, Bundle of 25",boxes,Boxes - Corrugated,https://packrift.com/products/15x10x4-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-25,https://packrift.github.io/exact-attribute-constraint-atlas/skus/15104-15x10x4-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-25/,20.9,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,263a3307b15a525d
15105,15x10x5 ECT-32 Kraft Corrugated Boxes - Bundle of 25 Flat,boxes,Boxes - Corrugated,https://packrift.com/products/15x10x5-ect-32-kraft-corrugated-boxes-bundle-of-25-flat,https://packrift.github.io/exact-attribute-constraint-atlas/skus/15105-15x10x5-ect-32-kraft-corrugated-boxes-bundle-of-25-flat/,22.39,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,bundle of 25,a6f24822f54bd1cc
15106,15x10x6 ECT-32 Kraft Corrugated Boxes - 25 Pack Shipping Cartons,boxes,Boxes - Corrugated,https://packrift.com/products/15x10x6-ect-32-kraft-corrugated-boxes-25-pack-shipping-cartons,https://packrift.github.io/exact-attribute-constraint-atlas/skus/15106-15x10x6-ect-32-kraft-corrugated-boxes-25-pack-shipping-cartons/,22.94,500,cardboard|corrugated|kraft,brown|kraft,,,ect-32,25 pack,42728febf568012a
