term,label,url,product_count,family_count,product_type_count,sample_skus
kraft telescoping box,Kraft Telescoping Box,https://packrift.github.io/packaging-vocabulary/terms/kraft-telescoping-box/,18,1,1,T4448INNER T10657INNER T10657OUTER T181840INNER T30624OUTER T161640INNER T161640OUTER T202040INNER T37430INNER T202040OUTER T121248OUTER T37430OUTER T181840OUTER T48638OUTHD T12448INNER T24857OUTDW T12448OUTER T48638INHD
kraft telescoping carton,Kraft Telescoping Carton,https://packrift.github.io/packaging-vocabulary/terms/kraft-telescoping-carton/,18,1,1,T4448INNER T10657INNER T10657OUTER T181840INNER T30624OUTER T161640INNER T161640OUTER T202040INNER T37430INNER T202040OUTER T121248OUTER T37430OUTER T181840OUTER T48638OUTHD T12448INNER T24857OUTDW T12448OUTER T48638INHD
layflat envelope,Layflat Envelope,https://packrift.github.io/packaging-vocabulary/terms/layflat-envelope/,18,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W RM1721BK
layflats,Layflats,https://packrift.github.io/packaging-vocabulary/terms/layflats/,18,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W RM1721BK
mailing flats,Mailing Flats,https://packrift.github.io/packaging-vocabulary/terms/mailing-flats/,18,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W RM1721BK
non bendable envelopes,Non Bendable Envelopes,https://packrift.github.io/packaging-vocabulary/terms/non-bendable-envelopes/,18,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W RM1721BK
photo mailer,Photo Mailer,https://packrift.github.io/packaging-vocabulary/terms/photo-mailer/,18,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W RM1721BK
photography mailers,Photography Mailers,https://packrift.github.io/packaging-vocabulary/terms/photography-mailers/,18,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W RM1721BK
pink poly bags,Pink Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/pink-poly-bags/,18,1,1,PBAS2510 PBAS2515 PBAS1270 PBAS2115 PBAS720 MGAS4025 PBAS1230 PBAS1180 PBAS1290 PBAS2180 PBAS2195 PBAS1030 PBAS2105 PBAS725 PBAS8222 PBAS730 PBAS1344 PBAS8450
pink polyethylene bags,Pink Polyethylene Bags,https://packrift.github.io/packaging-vocabulary/terms/pink-polyethylene-bags/,18,1,1,PBAS2510 PBAS2515 PBAS1270 PBAS2115 PBAS720 MGAS4025 PBAS1230 PBAS1180 PBAS1290 PBAS2180 PBAS2195 PBAS1030 PBAS2105 PBAS725 PBAS8222 PBAS730 PBAS1344 PBAS8450
poly bags food storage bag,Poly Bags Food Storage Bag,https://packrift.github.io/packaging-vocabulary/terms/poly-bags-food-storage-bag/,18,1,1,PB5232 PB5238 PB5212 PB5220 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB5222 PB5231 PB5241 PB5233 PB5243 PB5250 PB5244 PB5237
printer ribbons,Printer Ribbons,https://packrift.github.io/packaging-vocabulary/terms/printer-ribbons/,18,1,1,THT164 THT110 THT115 THT116 THT120 THT127 THT131 THT128 THT136 THT123 THT103 THT119 THT163 THT162 THT166 THT124 THT167 THT169
reclosable slide seal bags,Reclosable Slide Seal Bags,https://packrift.github.io/packaging-vocabulary/terms/reclosable-slide-seal-bags/,18,1,1,PB5232 PB5238 PB5212 PB5220 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB5222 PB5231 PB5241 PB5233 PB5243 PB5250 PB5244 PB5237
self-seal mailers,Self-seal Mailers,https://packrift.github.io/packaging-vocabulary/terms/self-seal-mailers/,18,1,1,LPM833 B869 SLE10131WE SLE10132WS B867 SLE10152WS LPM945 CPM1013BL LPM1345 CPM1013BK CPM1013P CPM1013R CPM1419P CPM1013Y CPM1215P B889SS B884SS B888SS
slide seal closure bags,Slide Seal Closure Bags,https://packrift.github.io/packaging-vocabulary/terms/slide-seal-closure-bags/,18,1,1,PB5232 PB5238 PB5212 PB5220 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB5222 PB5231 PB5241 PB5233 PB5243 PB5250 PB5244 PB5237
slide seal poly bags,Slide Seal Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/slide-seal-poly-bags/,18,1,1,PB5232 PB5238 PB5212 PB5220 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB5222 PB5231 PB5241 PB5233 PB5243 PB5250 PB5244 PB5237
slide seal zipper bags,Slide Seal Zipper Bags,https://packrift.github.io/packaging-vocabulary/terms/slide-seal-zipper-bags/,18,1,1,PB5232 PB5238 PB5212 PB5220 PB5205 PB5210 PB5240 PB5213 PB5239 PB5242 PB5222 PB5231 PB5241 PB5233 PB5243 PB5250 PB5244 PB5237
stayflats,Stayflats,https://packrift.github.io/packaging-vocabulary/terms/stayflats/,18,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W RM1721BK
sturdy proof paper,Sturdy Proof Paper,https://packrift.github.io/packaging-vocabulary/terms/sturdy-proof-paper/,18,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W RM1721BK
suffocation,Suffocation,https://packrift.github.io/packaging-vocabulary/terms/suffocation/,18,1,1,PMR081015 PMR121615 PMR222415 PBM12181 PMR101515100 PMR162415100 PMR222415100 PBM14202 PMR060915100 PBM10152100 PBM15182100 PMR162015100 PMR121515100 PBM18241100 PMR121615100 PMV121815100 PMR182415100 PBM22242
suffocation alert,Suffocation Alert,https://packrift.github.io/packaging-vocabulary/terms/suffocation-alert/,18,1,1,PMR081015 PMR121615 PMR222415 PBM12181 PMR101515100 PMR162415100 PMR222415100 PBM14202 PMR060915100 PBM10152100 PBM15182100 PMR162015100 PMR121515100 PBM18241100 PMR121615100 PMV121815100 PMR182415100 PBM22242
suffocation bags,Suffocation Bags,https://packrift.github.io/packaging-vocabulary/terms/suffocation-bags/,18,1,1,PMR081015 PMR121615 PMR222415 PBM12181 PMR101515100 PMR162415100 PMR222415100 PBM14202 PMR060915100 PBM10152100 PBM15182100 PMR162015100 PMR121515100 PBM18241100 PMR121615100 PMV121815100 PMR182415100 PBM22242
tall box,Tall Box,https://packrift.github.io/packaging-vocabulary/terms/tall-box/,18,1,1,T4448INNER T10657INNER T10657OUTER T181840INNER T30624OUTER T161640INNER T161640OUTER T202040INNER T37430INNER T202040OUTER T121248OUTER T37430OUTER T181840OUTER T48638OUTHD T12448INNER T24857OUTDW T12448OUTER T48638INHD
telescoping boxes,Telescoping Boxes,https://packrift.github.io/packaging-vocabulary/terms/telescoping-boxes/,18,1,1,T4448INNER T10657INNER T10657OUTER T181840INNER T30624OUTER T161640INNER T161640OUTER T202040INNER T37430INNER T202040OUTER T121248OUTER T37430OUTER T181840OUTER T48638OUTHD T12448INNER T24857OUTDW T12448OUTER T48638INHD
thermal labels. thermal ribbons,Thermal Labels. Thermal Ribbons,https://packrift.github.io/packaging-vocabulary/terms/thermal-labels-thermal-ribbons/,18,1,1,THT164 THT110 THT115 THT116 THT120 THT127 THT131 THT128 THT136 THT123 THT103 THT119 THT163 THT162 THT166 THT124 THT167 THT169
two-piece box,Two-piece Box,https://packrift.github.io/packaging-vocabulary/terms/two-piece-box/,18,1,1,T4448INNER T10657INNER T10657OUTER T181840INNER T30624OUTER T161640INNER T161640OUTER T202040INNER T37430INNER T202040OUTER T121248OUTER T37430OUTER T181840OUTER T48638OUTHD T12448INNER T24857OUTDW T12448OUTER T48638INHD
white square tube,White Square Tube,https://packrift.github.io/packaging-vocabulary/terms/white-square-tube/,18,1,1,M3312 M3318 M3325 M3330 M3337 M3343 M5525 M5530 M5537 M5548 M2225 M2237 M3348 M4425 M4437 M5543 M5512 M5518
2 mil clear pallet cover,2 Mil Clear Pallet Cover,https://packrift.github.io/packaging-vocabulary/terms/2-mil-clear-pallet-cover/,17,1,1,PC515 PC108 PC107 PC508 PC520 PC517 PC519 BL4024 PC103 PC112 PC523 BL4636 PC102 PC513 PC512 PC509 PC524
2 mil flat cover,2 Mil Flat Cover,https://packrift.github.io/packaging-vocabulary/terms/2-mil-flat-cover/,17,1,1,PC515 PC108 PC107 PC508 PC520 PC517 PC519 BL4024 PC103 PC112 PC523 BL4636 PC102 PC513 PC512 PC509 PC524
2 mil plastic storage cover,2 Mil Plastic Storage Cover,https://packrift.github.io/packaging-vocabulary/terms/2-mil-plastic-storage-cover/,17,1,1,PC515 PC108 PC107 PC508 PC520 PC517 PC519 BL4024 PC103 PC112 PC523 BL4636 PC102 PC513 PC512 PC509 PC524
2 mil storage cover,2 Mil Storage Cover,https://packrift.github.io/packaging-vocabulary/terms/2-mil-storage-cover/,17,1,1,PC515 PC108 PC107 PC508 PC520 PC517 PC519 BL4024 PC103 PC112 PC523 BL4636 PC102 PC513 PC512 PC509 PC524
3m brand tape,3m Brand Tape,https://packrift.github.io/packaging-vocabulary/terms/3m-brand-tape/,17,1,1,T9352214 T935236412PK T935301 T9362364 T9372308 T93520112PK T9302183PK T9334737S3PK T931265121PK T93123212PK T9362214 T9344737S3PK T93423412PK T934201 T936301 T9342153PK T9382393
6 mil flat storage bag,6 Mil Flat Storage Bag,https://packrift.github.io/packaging-vocabulary/terms/6-mil-flat-storage-bag/,17,1,1,PB8737 PB8190 PB8220 PB8730 PB8545 PB8398 PB1896 PB8505 PB8105 PB8145 PB8141 PB8215 PB8688 PB8650 PB4213 PB8595 PB8271
crimped end kraftspools,Crimped End Kraftspools,https://packrift.github.io/packaging-vocabulary/terms/crimped-end-kraftspools/,17,2,1,S2515K S1509K P32512AT S1512K P32544AT P32514AT S2524K S1515K S2518K S2530K S1516K S2536K TT4024K TT2024K TT2036K TT3030K TT3048K
crimped end mailer,Crimped End Mailer,https://packrift.github.io/packaging-vocabulary/terms/crimped-end-mailer/,17,2,1,S2515K S1509K P32512AT S1512K P32544AT P32514AT S2524K S1515K S2518K S2530K S1516K S2536K TT4024K TT2024K TT2036K TT3030K TT3048K
crimped end tubes,Crimped End Tubes,https://packrift.github.io/packaging-vocabulary/terms/crimped-end-tubes/,17,2,1,S2515K S1509K P32512AT S1512K P32544AT P32514AT S2524K S1515K S2518K S2530K S1516K S2536K TT4024K TT2024K TT2036K TT3030K TT3048K
crimped tubes,Crimped Tubes,https://packrift.github.io/packaging-vocabulary/terms/crimped-tubes/,17,2,1,S2515K S1509K P32512AT S1512K P32544AT P32514AT S2524K S1515K S2518K S2530K S1516K S2536K TT4024K TT2024K TT2036K TT3030K TT3048K
datamax printer,Datamax Printer,https://packrift.github.io/packaging-vocabulary/terms/datamax-printer/,17,1,1,THL104 THL101 THL109 THL103 THL140 THL115 THL130RD THL130PK THL130DN THL106 THT120 THT127 THT128 THL152 THT123 THT124 THT169
insulated shipping containers and supplies,Insulated Shipping Containers and Supplies,https://packrift.github.io/packaging-vocabulary/terms/insulated-shipping-containers-and-supplies/,17,3,2,IB3BPD INM1115 INM1217 INL888 INM811 INR24 INM1517 INM665 INM610 INL1212 INC4840 INL1186 INL1210 INL141010 INL2418 INL181212 INC484060
pink anti-static poly bag,Pink Anti-static Poly Bag,https://packrift.github.io/packaging-vocabulary/terms/pink-anti-static-poly-bag/,17,1,1,PBAS2510 PBAS2515 PBAS1270 PBAS2115 PBAS720 PBAS1230 PBAS1180 PBAS1290 PBAS2180 PBAS2195 PBAS1030 PBAS2105 PBAS725 PBAS8222 PBAS730 PBAS1344 PBAS8450
pink plastic bag,Pink Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/pink-plastic-bag/,17,1,1,PBAS2510 PBAS2515 PBAS1270 PBAS2115 PBAS720 PBAS1230 PBAS1180 PBAS1290 PBAS2180 PBAS2195 PBAS1030 PBAS2105 PBAS725 PBAS8222 PBAS730 PBAS1344 PBAS8450
poly bag closures,Poly Bag Closures,https://packrift.github.io/packaging-vocabulary/terms/poly-bag-closures/,17,2,1,PLT10W PLT6K PLT12R PLT4K PLT4G PLT4Y PLT12W PLT7G PLT7Y PLT8Y PLT9B PLT9R PLT10R PLT10Y PLT12K PLT12B TDPRODSS
stayflat white,Stayflat White,https://packrift.github.io/packaging-vocabulary/terms/stayflat-white/,17,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W
sticky back,Sticky Back,https://packrift.github.io/packaging-vocabulary/terms/sticky-back/,17,1,2,VEL133 VEL157 VEL112 VEL113 VEL154 VEL141 VEL142 VEL137 VEL155 VEL171 VEL143 VEL167 VEL126 VEL160 VEL176 VEL164 VEL165
strips,Strips,https://packrift.github.io/packaging-vocabulary/terms/strips/,17,1,2,VEL133 VEL157 VEL112 VEL113 VEL137 HLT184 HLT101 HLT105 HLT106 HLT107 HLT112 HLT116 HLT119 VEL160 HLT126 VEL164 VEL165
white flat mailers,White Flat Mailers,https://packrift.github.io/packaging-vocabulary/terms/white-flat-mailers/,17,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W
white stayflat mailers,White Stayflat Mailers,https://packrift.github.io/packaging-vocabulary/terms/white-stayflat-mailers/,17,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1W RM3W RM1G RM2W RMU96W RMU97W
1.5 mil resealable polypropylene bags,1.5 Mil Resealable Polypropylene Bags,https://packrift.github.io/packaging-vocabulary/terms/1-5-mil-resealable-polypropylene-bags/,16,1,1,PBR112 PBR130 PBR134 PBR107 PBR108 PBR131 PBR136 PBR139 PBR100 PBR103 PBR109 PBR114 PBR121 PBR124 PBR118 PBR138
3 x 110 yds,3 X 110 Yds,https://packrift.github.io/packaging-vocabulary/terms/3-x-110-yds/,16,2,1,T905600 T905700 T905220 T905900 T905400 T9052291 T905P02 T905P09 T905P03 T905P08 T9052206PK T905P036PK T9059006PK T905170T T905P10 T905P01T
6 mil flat plastic bag,6 Mil Flat Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/6-mil-flat-plastic-bag/,16,1,1,PB8737 PB8190 PB8220 PB8730 PB8545 PB8398 PB8505 PB8105 PB8145 PB8141 PB8215 PB8688 PB8650 PB4213 PB8595 PB8271
butcher paper,Butcher Paper,https://packrift.github.io/packaging-vocabulary/terms/butcher-paper/,16,1,1,BP1840W BP2440K BP2440W BP3040W SPS0830B BP6040W BP1240W BP3640W BPS182440W BP1840K BPS243040W BPS181840W BPS484840W BPS121240W BPS304840W BPS363640W
cardboard moving boxes,Cardboard Moving Boxes,https://packrift.github.io/packaging-vocabulary/terms/cardboard-moving-boxes/,16,1,1,40604PCMC 12613 121213 241818DPB 161212DPB 242418DPB 242046WARD 30404PCMC 849 241824DPB 202045WARD FR44 25817 OUTERLAMP INNERMIRROR OUTERMIRROR
clear resealable bags,Clear Resealable Bags,https://packrift.github.io/packaging-vocabulary/terms/clear-resealable-bags/,16,1,1,PBR112 PBR130 PBR134 PBR107 PBR108 PBR131 PBR136 PBR139 PBR100 PBR103 PBR109 PBR114 PBR121 PBR124 PBR118 PBR138
convoluted foam,Convoluted Foam,https://packrift.github.io/packaging-vocabulary/terms/convoluted-foam/,16,1,1,FSA12122 FCSC862 FSA18122 FCSC24242 FCSC12122 FSA12102 FSA1482 FSA10104 FSA1282 FCSA12122 FSA963 FSA1062 FSA14124 FSA882 FCSC24362 FSA26184
duct tape,Duct Tape,https://packrift.github.io/packaging-vocabulary/terms/duct-tape/,16,1,1,T987100Y3PK T988100S3PK T988100W3PK T987100G T987100RN T988100G T987100BR3PK T987100S3PK T98885S3PK T988100BE3PK T988100R3PK T98729293PK T98769693PK T988100BE T988100RN T9873939
electrical tape,Electrical Tape,https://packrift.github.io/packaging-vocabulary/terms/electrical-tape/,16,1,1,T964618 T96461810PKW T964618R T964618Y T96461810PKN T96461810PKG T96461810PKM T96403510PKW T96408810PK T96403510PKR T964618GT T964618M T966130C3PK T965027 T964035B T964069
foam containers,Foam Containers,https://packrift.github.io/packaging-vocabulary/terms/foam-containers/,16,1,1,FSA12122 FCSC862 FSA18122 FCSC24242 FCSC12122 FSA12102 FSA1482 FSA10104 FSA1282 FCSA12122 FSA963 FSA1062 FSA14124 FSA882 FCSC24362 FSA26184
foam shippers,Foam Shippers,https://packrift.github.io/packaging-vocabulary/terms/foam-shippers/,16,1,1,FSA12122 FCSC862 FSA18122 FCSC24242 FCSC12122 FSA12102 FSA1482 FSA10104 FSA1282 FCSA12122 FSA963 FSA1062 FSA14124 FSA882 FCSC24362 FSA26184
gusseted clarity,Gusseted Clarity,https://packrift.github.io/packaging-vocabulary/terms/gusseted-clarity/,16,1,1,PBG110 PBG100 PBG105 PBG116 PBG130 PBG127 PBG117 PBG118 PBG131 PBG128 PBG119 PBG120 PBG132 PBG134 PBG126 PBG135
gusseted clarity bags,Gusseted Clarity Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-clarity-bags/,16,1,1,PBG110 PBG100 PBG105 PBG116 PBG130 PBG127 PBG117 PBG118 PBG131 PBG128 PBG119 PBG120 PBG132 PBG134 PBG126 PBG135
gusseted hi clarity,Gusseted Hi Clarity,https://packrift.github.io/packaging-vocabulary/terms/gusseted-hi-clarity/,16,1,1,PBG110 PBG100 PBG105 PBG116 PBG130 PBG127 PBG117 PBG118 PBG131 PBG128 PBG119 PBG120 PBG132 PBG134 PBG126 PBG135
gusseted hi clarity bags,Gusseted Hi Clarity Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-hi-clarity-bags/,16,1,1,PBG110 PBG100 PBG105 PBG116 PBG130 PBG127 PBG117 PBG118 PBG131 PBG128 PBG119 PBG120 PBG132 PBG134 PBG126 PBG135
gusseted high clarity,Gusseted High Clarity,https://packrift.github.io/packaging-vocabulary/terms/gusseted-high-clarity/,16,1,1,PBG110 PBG100 PBG105 PBG116 PBG130 PBG127 PBG117 PBG118 PBG131 PBG128 PBG119 PBG120 PBG132 PBG134 PBG126 PBG135
gusseted high clarity bags,Gusseted High Clarity Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-high-clarity-bags/,16,1,1,PBG110 PBG100 PBG105 PBG116 PBG130 PBG127 PBG117 PBG118 PBG131 PBG128 PBG119 PBG120 PBG132 PBG134 PBG126 PBG135
gusseted polypropylene bag,Gusseted Polypropylene Bag,https://packrift.github.io/packaging-vocabulary/terms/gusseted-polypropylene-bag/,16,1,1,PBG110 PBG100 PBG105 PBG116 PBG130 PBG127 PBG117 PBG118 PBG131 PBG128 PBG119 PBG120 PBG132 PBG134 PBG126 PBG135
industrial tape,Industrial Tape,https://packrift.github.io/packaging-vocabulary/terms/industrial-tape/,16,1,1,T901170 T901400 T902400 T902220 T905220 T905400 T902400T T9052291 T901220 T905350T6PK T9013506PK T9021606PK T9052206PK T9053506PK T90129118PK T905170T
jiffy bags,Jiffy Bags,https://packrift.github.io/packaging-vocabulary/terms/jiffy-bags/,16,1,1,B807SS25PK B804SS B805SS B806SS B811SS B803SS25PK B810WSS B807WSS B805WSS25PK B810WSS25PK B811WSS25PK B811WSS B806SS25PK B806WSS25PK B810 B811
lunch bags,Lunch Bags,https://packrift.github.io/packaging-vocabulary/terms/lunch-bags/,16,1,1,BGH122K BGH126K BGH121K BGH123K BGH125K BGH124K BGH128K BGH129K BGH130K BGM107K BGH131K BGG105K BGG105W BGM112K BGM108K BGG111K
macerated paper mailer,Macerated Paper Mailer,https://packrift.github.io/packaging-vocabulary/terms/macerated-paper-mailer/,16,1,1,B807SS25PK B804SS B805SS B806SS B811SS B803SS25PK B810WSS B807WSS B805WSS25PK B810WSS25PK B811WSS25PK B811WSS B806SS25PK B806WSS25PK B810 B811
padded envelopes,Padded Envelopes,https://packrift.github.io/packaging-vocabulary/terms/padded-envelopes/,16,1,1,B807SS25PK B804SS B805SS B806SS B811SS B803SS25PK B810WSS B807WSS B805WSS25PK B810WSS25PK B811WSS25PK B811WSS B806SS25PK B806WSS25PK B810 B811
padded mailer envelopes,Padded Mailer Envelopes,https://packrift.github.io/packaging-vocabulary/terms/padded-mailer-envelopes/,16,1,1,B807SS25PK B804SS B805SS B806SS B811SS B803SS25PK B810WSS B807WSS B805WSS25PK B810WSS25PK B811WSS25PK B811WSS B806SS25PK B806WSS25PK B810 B811
padded mailers,Padded Mailers,https://packrift.github.io/packaging-vocabulary/terms/padded-mailers/,16,1,1,B807SS25PK B804SS B805SS B806SS B811SS B803SS25PK B810WSS B807WSS B805WSS25PK B810WSS25PK B811WSS25PK B811WSS B806SS25PK B806WSS25PK B810 B811
padding mailers,Padding Mailers,https://packrift.github.io/packaging-vocabulary/terms/padding-mailers/,16,1,1,B807SS25PK B804SS B805SS B806SS B811SS B803SS25PK B810WSS B807WSS B805WSS25PK B810WSS25PK B811WSS25PK B811WSS B806SS25PK B806WSS25PK B810 B811
paper sacks,Paper Sacks,https://packrift.github.io/packaging-vocabulary/terms/paper-sacks/,16,1,1,BGH122K BGH126K BGH121K BGH123K BGH125K BGH124K BGH128K BGH129K BGH130K BGM107K BGH131K BGG105K BGG105W BGM112K BGM108K BGG111K
plastic colored twist ties,Plastic Colored Twist Ties,https://packrift.github.io/packaging-vocabulary/terms/plastic-colored-twist-ties/,16,1,1,PLT10W PLT6K PLT12R PLT4K PLT4G PLT4Y PLT12W PLT7G PLT7Y PLT8Y PLT9B PLT9R PLT10R PLT10Y PLT12K PLT12B
plastic sheeting,Plastic Sheeting,https://packrift.github.io/packaging-vocabulary/terms/plastic-sheeting/,16,1,1,CF404C CF408C CF208C PC91 PC85 PC99 CF606C CF610C CF403C CF410C CF112C CF106C CF403B CF406B CF206C CF408B
plastic ties,Plastic Ties,https://packrift.github.io/packaging-vocabulary/terms/plastic-ties/,16,1,1,PLT10W PLT6K PLT12R PLT4K PLT4G PLT4Y PLT12W PLT7G PLT7Y PLT8Y PLT9B PLT9R PLT10R PLT10Y PLT12K PLT12B
plastic twist ties,Plastic Twist Ties,https://packrift.github.io/packaging-vocabulary/terms/plastic-twist-ties/,16,1,1,PLT10W PLT6K PLT12R PLT4K PLT4G PLT4Y PLT12W PLT7G PLT7Y PLT8Y PLT9B PLT9R PLT10R PLT10Y PLT12K PLT12B
poly sheeting,Poly Sheeting,https://packrift.github.io/packaging-vocabulary/terms/poly-sheeting/,16,1,1,CF404C CF408C CF208C PC91 PC85 PC99 CF606C CF610C CF403C CF410C CF112C CF106C CF403B CF406B CF206C CF408B
pre-cut plastic twist ties,Pre-cut Plastic Twist Ties,https://packrift.github.io/packaging-vocabulary/terms/pre-cut-plastic-twist-ties/,16,1,1,PLT10W PLT6K PLT12R PLT4K PLT4G PLT4Y PLT12W PLT7G PLT7Y PLT8Y PLT9B PLT9R PLT10R PLT10Y PLT12K PLT12B
resealable clarity,Resealable Clarity,https://packrift.github.io/packaging-vocabulary/terms/resealable-clarity/,16,1,1,PBR112 PBR130 PBR134 PBR107 PBR108 PBR131 PBR136 PBR139 PBR100 PBR103 PBR109 PBR114 PBR121 PBR124 PBR118 PBR138
resealable clarity bags,Resealable Clarity Bags,https://packrift.github.io/packaging-vocabulary/terms/resealable-clarity-bags/,16,1,1,PBR112 PBR130 PBR134 PBR107 PBR108 PBR131 PBR136 PBR139 PBR100 PBR103 PBR109 PBR114 PBR121 PBR124 PBR118 PBR138
resealable hi clarity,Resealable Hi Clarity,https://packrift.github.io/packaging-vocabulary/terms/resealable-hi-clarity/,16,1,1,PBR112 PBR130 PBR134 PBR107 PBR108 PBR131 PBR136 PBR139 PBR100 PBR103 PBR109 PBR114 PBR121 PBR124 PBR118 PBR138
resealable hi clarity bags,Resealable Hi Clarity Bags,https://packrift.github.io/packaging-vocabulary/terms/resealable-hi-clarity-bags/,16,1,1,PBR112 PBR130 PBR134 PBR107 PBR108 PBR131 PBR136 PBR139 PBR100 PBR103 PBR109 PBR114 PBR121 PBR124 PBR118 PBR138
resealable high clarity,Resealable High Clarity,https://packrift.github.io/packaging-vocabulary/terms/resealable-high-clarity/,16,1,1,PBR112 PBR130 PBR134 PBR107 PBR108 PBR131 PBR136 PBR139 PBR100 PBR103 PBR109 PBR114 PBR121 PBR124 PBR118 PBR138
resealable high clarity bags,Resealable High Clarity Bags,https://packrift.github.io/packaging-vocabulary/terms/resealable-high-clarity-bags/,16,1,1,PBR112 PBR130 PBR134 PBR107 PBR108 PBR131 PBR136 PBR139 PBR100 PBR103 PBR109 PBR114 PBR121 PBR124 PBR118 PBR138
resealable polypropylene bag,Resealable Polypropylene Bag,https://packrift.github.io/packaging-vocabulary/terms/resealable-polypropylene-bag/,16,1,1,PBR112 PBR130 PBR134 PBR107 PBR108 PBR131 PBR136 PBR139 PBR100 PBR103 PBR109 PBR114 PBR121 PBR124 PBR118 PBR138
stationary boxes,Stationary Boxes,https://packrift.github.io/packaging-vocabulary/terms/stationary-boxes/,16,1,1,BCF23 RB1 BC3 LH2 BCF25 BC1 BC2 BC5 BCF24 BCF26 BC4 RA1 S1 S6 S5 S2
tear strip mailers,Tear Strip Mailers,https://packrift.github.io/packaging-vocabulary/terms/tear-strip-mailers/,16,2,1,B854SSTT25PK B851SSTT25PK B859SSTT B860SSTT B857SSTT B858SSTT B853SSTT B859SSRTT B857SSTT25PK B852SSRTT B852SSTT B851SSTT B855SSTT25PK B856SSRTT B853SSRTT B858SSRTT
1.5 mil gusseted bag,1.5 Mil Gusseted Bag,https://packrift.github.io/packaging-vocabulary/terms/1-5-mil-gusseted-bag/,15,1,1,PB1473 PB1480 PB1400 PB1445 PB1495 PB1417 PB1420 PB1451 PB1457 PB1405 PB1401 PB1429 PB1426 PB1450 PB1465
1.5 mil gusseted plastic bag,1.5 Mil Gusseted Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/1-5-mil-gusseted-plastic-bag/,15,1,1,PB1473 PB1480 PB1400 PB1445 PB1495 PB1417 PB1420 PB1451 PB1457 PB1405 PB1401 PB1429 PB1426 PB1450 PB1465
1.5 mil gusseted storage bag,1.5 Mil Gusseted Storage Bag,https://packrift.github.io/packaging-vocabulary/terms/1-5-mil-gusseted-storage-bag/,15,1,1,PB1473 PB1480 PB1400 PB1445 PB1495 PB1417 PB1420 PB1451 PB1457 PB1405 PB1401 PB1429 PB1426 PB1450 PB1465
3m brand,3m Brand,https://packrift.github.io/packaging-vocabulary/terms/3m-brand/,15,1,1,T935236412PK T935301 T9362364 T9372308 T93520112PK T9302183PK T9334737S3PK T931265121PK T93123212PK T9344737S3PK T93423412PK T934201 T936301 T9342153PK T9382393
3m masking tape,3m Masking Tape,https://packrift.github.io/packaging-vocabulary/terms/3m-masking-tape/,15,1,1,T9352214 T935236412PK T935301 T9362364 T9372308 T93520112PK T9302183PK T931265121PK T93123212PK T9362214 T93423412PK T934201 T936301 T9342153PK T9382393
